nome_municipio,numero_de_nascidos_vivos_no_municipio,cobertura_saude_suplementar,total_mulheres,numero_internacoes_por_abortamento,taxa_de_abortos_inseguros_por_100_nascidos_vivos_2,taxa_de_abortos_inseguros_por_100_nascidos_vivos_5,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_2,taxa_de_abortos_inseguros_por_1000_mulheres_ferteis_5
Conquista,82,0.31,1975.0,1,2.3963414634146343,5.990853658536586,0.9949367088607595,2.487341772151899
Conselheiro Lafaiete,1618,0.39,38355.0,94,12.113102595797281,30.282756489493202,5.1098944075088,12.774736018772
Conselheiro Pena,242,0.12,6559.0,9,6.247933884297521,15.619834710743804,2.305229455709712,5.76307363927428
Consolação,12,0.04,463.0,1,13.0,32.5,3.369330453563715,8.423326133909288
Contagem,7904,0.41,210040.0,189,5.057376012145749,12.643440030364372,1.9031374976195008,4.757843744048753
Coqueiral,102,0.07,2557.0,6,9.441176470588236,23.60294117647059,3.7661321861556516,9.415330465389129
Coração de Jesus,231,0.01,7442.0,16,10.493506493506494,26.233766233766236,3.257188927707606,8.142972319269013
Cordisburgo,57,0.05,2273.0,3,8.289473684210527,20.723684210526315,2.0787505499340084,5.1968763748350195
Cordislândia,40,0.03,974.0,4,15.45,38.62500000000001,6.344969199178645,15.862422997946611
Corinto,293,0.08,6503.0,17,9.399317406143345,23.498293515358366,4.23496847608796,10.5874211902199
Coroaci,80,0.03,2800.0,5,9.656250000000002,24.140625,2.7589285714285716,6.897321428571429
Coromandel,315,0.11,7768.0,12,6.342857142857143,15.857142857142858,2.5720906282183313,6.4302265705458295
Coronel Fabriciano,1224,0.36,32991.0,30,5.0,12.5,1.8550513776484496,4.637628444121124
Coronel Murta,92,0.01,2543.0,,,,,
Coronel Pacheco,36,0.12,815.0,,,,,
Coronel Xavier Chaves,28,0.07,977.0,2,11.464285714285714,28.66071428571429,3.285568065506653,8.213920163766634
Córrego Danta,18,0.08,790.0,1,9.000000000000002,22.500000000000004,2.0506329113924053,5.126582278481013
Córrego do Bom Jesus,38,0.12,868.0,,,,,
Córrego Fundo,62,0.15,1842.0,5,13.911290322580644,34.778225806451616,4.682410423452769,11.706026058631922
Córrego Novo,27,0.12,761.0,1,6.222222222222222,15.555555555555555,2.2076215505913277,5.519053876478318
Couto de Magalhães de Minas,53,0.02,1196.0,5,14.433962264150942,36.08490566037736,6.396321070234114,15.990802675585284
Crisólita,75,0.01,2003.0,3,6.0600000000000005,15.15,2.2690963554667998,5.6727408886670005
Cristais,132,0.06,3760.0,8,9.636363636363637,24.09090909090909,3.382978723404255,8.457446808510639
Cristália,66,0.01,1852.0,2,4.590909090909092,11.477272727272728,1.6360691144708426,4.090172786177106
Cristiano Otoni,60,0.13,1533.0,4,11.299999999999999,28.249999999999996,4.422700587084148,11.05675146771037
Cristina,103,0.24,2762.0,4,7.223300970873786,18.058252427184467,2.6937002172338884,6.734250543084722
Crucilândia,45,0.05,1368.0,4,14.000000000000002,35.0,4.605263157894737,11.51315789473684
Cruzeiro da Fortaleza,53,0.03,1030.0,1,2.9150943396226414,7.287735849056605,1.5,3.7500000000000004
Cruzília,191,0.18,4294.0,2,1.8534031413612566,4.633507853403141,0.824406148113647,2.0610153702841174
Cuparaque,55,0.02,1412.0,5,13.90909090909091,34.77272727272727,5.417847025495751,13.544617563739376
Curral de Dentro,115,0.01,2262.0,4,5.269565217391305,13.173913043478262,2.6790450928381966,6.69761273209549
Curvelo,947,0.14,24001.0,90,16.25131995776135,40.62829989440338,6.412232823632349,16.030582059080874
Datas,82,0.02,1596.0,,,,,
Delfim Moreira,79,0.09,2078.0,2,4.139240506329115,10.348101265822786,1.5736284889316652,3.934071222329163
Delfinópolis,99,0.1,2008.0,4,6.666666666666667,16.666666666666664,3.2868525896414345,8.217131474103585
Delta,126,0.28,2842.0,4,6.095238095238095,15.238095238095237,2.7023223082336383,6.755805770584096
Descoberto,51,0.06,1422.0,3,9.352941176470589,23.38235294117647,3.354430379746836,8.38607594936709
Desterro de Entre Rios,72,0.09,1796.0,2,4.541666666666668,11.354166666666668,1.8207126948775056,4.551781737193764
Desterro do Melo,28,0.03,757.0,3,16.553571428571427,41.38392857142858,6.122853368560105,15.307133421400264
Diamantina,676,0.12,14910.0,37,9.195266272189349,22.988165680473376,4.169014084507042,10.422535211267606
